set-up,punchline,label
Voter fraud is a fraud.,"Nothing is more fundamental in politics than the right to vote.""",0
family fights are never what they appear to be on the surface.,Queen Sugar is making that clear,0
EVERYDAY.,Trans people are being murdered back to back.,0
Trans people are being murdered back to back.,It doesn't have to be poetry.,0
"Usually, less than four percent of female elephants are born without tusks.","However, there are currently elephant populations in which 98% of females are born without tusks.",0
Find groups that share your interests and join them.,"Not online, in person.",0
Ok. Who needs a hug?,Anyone?,0
The original word for 'bear' is unknown.,A superstition during the Middle Ages made people believe saying its name would summon the animal.,0
They're little distractions whispering in your ear.,"Some things just get under your skin.""",0
"The most common cause of death on the Oregon Trail were wagon accidents, followed by accidental shootings.",The third most common cause was stampeding livestock.,0
Why focus on tobacco w/ all of the other issues blacks face?,"Because it kills us more than anything else, breaking down family structures.",0
Prawns are also a rich source of selenium.,Selenium is believed to prevent the growth of cancer cells in the body prawns cancer,0
Oh I loved High Fidelity!,This is sad news,0
Yesterday is history.,tomorrow is a mystery.,0
tomorrow is a mystery.,but today is a gift.,0
"""It's a relationship.",People make mistakes.,0
Not that I need to.,She doesnt need it.,0
Or is it continual?,Auntie Red Tweet Tea,0
"In 2017, a man created a fake restaurant on TripAdvisor and asked for good reviews.",It became the number 1 restaurant in London and received hundreds of calls every day for bookings.,0
The first to apologize is the bravest.,The first to forgive is the strongest.,0
Be intentional about placement in environments where you are valued and safe.,Guard connections with your community.,0
Please GIVE the fever reducer or inhaler if your child needs it.,Med Twitter parenting,0
"""I can't help but wonder.",What if I had one more night for goodbye?',0
Don't worry.,"If it's supposed to happen, it will",0
LA parents!,What is a great toddler gymnastics class you love?,0
"Just tell me you love me, like I love you.",You know you do.,0
"""You think I want to look at you?","That I wouldn't rather be looking at my wife?""",0
"In every gay relationship comes drama, insecurity, infidelity, uncertainty and heartbreaks.","The ability to overcome these hurdles is the only secret to a successful, long-lasting relationship.",0
41 years old.,I can't fucking believe this.,0
"Don't have an IDOL habit, but how could the USA vote Pia off?",I may be done for the season!,0
I may be done for the season!,HANX,0
"When you talk, you are repeating what you already know.","But if you listen, you may learn something you never knew before",0
Keep your power.,Never give it away.,0
"To all you Phx Con 2015 goers, thanks for a great weekend.",And welcome to the Family.,0
"""I'm tired of feeling bad.",I'd rather feel nothing.,0
Live your life now!,Tmrw isn't guaranteed,0
"Rosehip oil is credited with for helping get rid of scars, including acne scars & old scars.",Massage the oil on your face every night acne,0
"if u feel dizzy, put your head between your knees.",it'll help increase blood flow to ur brain & bring down the feeling of lightheadedness,0
Don't fear change.,"You may lose something good, but you may also gain something great.",0
Barack Obama was the first sitting president to publish an academic paper in a scientific journal.,It was the most popular scientific journal article of 2016.,0
Tynomi looked REALLY great!!!!,I'm so confused.,0
It's so masterful.,Michaela Coel...what a woman.,0
Can u b gay n have kids?,Yes!,0
Can u b gay as a Muslim?,Yes!,0
Can u b gay and not drag?,Yes!,0
"Right after landing on the moon, the crew of Apollo 11 was supposed to sleep for 5 hours.","They didn't because they figured the excitement would keep them up, so they began preparations early.",0
"After three months, babies are closely watched for their first real giggle.",The person who elicits the first laugh then throws them a party.,0
"In Spanish, the word ""burrito"" means ""little donkey.""","They were named so because they can hold many things, like a donkey can.",0
Still praying for our little town.,Winds picked up this morning creating a perfect storm of bad for firefighters.,0
Thanks for all the FF today!,"They always make me happy, you guys are the best.",0
"""Being grateful means recognizing what u have 4 what it is.",Appreciating small victories.,0
Appreciating small victories.,"Admiring the struggle it takes to simply B human.""",0
BK Sswimmeetsaturdays winners!,Edward Rosemond and Grace from Brookwood girls school.,0
Through the good and the bad and the ugly.,"We'll grow old together, forever and always"" - Parachute",0
How do I know whether I want an LLC or an S-Corp?!,SOMEONE HELP.,0
Loving this conversation.,Black Women OWN,0
Congrats to team USA on the Presidents Cup victory yesterday!,Team Internationals put up a great fight too!,0
Team Internationals put up a great fight too!,We are very proud of you all!,0
"He is an ex - gone, expired, forgotten.",Focus on this new found love.,0
"""Just put one foot in front of the other.","Just get through the day.""",0
I woke up feeling compelled to pray for our country.,"No matter your spiritual practice, I pray that we ALL remain safe and free from harm.",0
Mix buttermilk and salt into paste.,they r effective in eliminating large pores.,0
Prayers are with y'all!,prayers for orlando,0
But everything switched the night we texted eachother.,He wanted us to be just friends moving forward,0
~Dr.,"Darrell Gaskin, JHU Black Minds Matter",0
What's so amazing about Love at first sight?,It's when people have been looking at each other for years that it becomes remarkable.,0
You find true happiness as a gay man not in friends or lovers.,You find true happiness as a gay man when you live for yourself and not family or society.,0
Thanks everyone for all the quotes!!,I'm looking for one for my room I still can't decide!,0
Keep the smile on the face of your boyfriend and surprise him always.,In this way your relationship will grow stronger day by day..,0
Eating chicken helps prevent cancer.,Selenium in chicken has been shown to induce DNA repair in damaged cells and eliminate abnormal cells,0
"""Open your eyes.",What do you see?,0
That is all.,chic on spn,0
What advice would you give a step-parent stepping into their role for the first time?,Auntie Red Tweet Tea,0
"18 Guys, shes worth more than your xbox.",Make sure you dont put it before her.,0
Some days the whole world seems upside down.,"And then somehow, improbably and when you least expect it, the world rights itself again.",0
Intimacy.,"It's both desired and feared; difficult to live with, and impossible to live without.",0
Only about 10% of the world's population is left-handed.,Left Handers Day,0
"""Happy.",We're supposed to be happy.,0
It's so bizarre to mourn the death of someone I've never met.,But fuck this one hurts.,0
My heart is in pieces hearing the news of this unimaginable tragedy.,I can't fathom what the families are going through.,0
Psychology says: You don't really need someone to complete you.,You only need someone to accept you completely.,0
The brain's the body's most mysterious organ.,"It learns, it changes, it adapts.",0
Alpacas can die of loneliness.,"When purchased, they should always be bought in pairs.",0
Sometimes the changes are forced on us.,Sometimes they happen by accident and we make the most of them.,0
"""Back to the time, You were lying next to me.",I looked across and fell in love.',0
Blockbuster had the chance to buy Netflix for $50 million in 2000.,They turned it down to go into business with Enron.,0
Accept support.,No Mo Strong Blk Woman,0
"""I know it's not perfect, but it's life.","Life is messy sometimes.""",0
"""Life is not the amount of breaths you take.","It's the moments that take your breath away"" - Hitch",0
"""Can 2 people really be meant to be?",Soul mates.,0
